budget,pop_size,best_accuracy_mean,best_latency_mean,hv_mean,igd_plus_mean,spacing_mean,c_metric_mean,runtime_sec_mean,evaluations_mean
15000,20,71.7294472,0.4995601593,0.9985722686,0.01866355051,6.383472446,0,0.8857968656,24154.15278
15000,30,71.72972497,0.4995658355,0.9988487855,0.01205316591,5.546701362,0,0.9461504722,24435.02778
15000,50,71.73154596,0.4995734099,0.9989700608,0.01045254448,5.168155194,0,0.9967404147,24469.17222
15000,80,71.73105213,0.4995672482,0.9989861878,0.01050695696,5.182063037,0,0.9578666678,24327.24167
15000,100,71.72972497,0.4995852925,0.9989329821,0.01096585616,5.177845814,0,0.9707557981,24355.84167
