budget,population,hv_median,igd_plus_median,spacing_median,runtime_median,best_accuracy_mean,best_latency_mean
15000,20,0.99917193875,0.008865897999,3.805620248,0.892084925,73.513336,0.35652481
15000,30,0.99926595625,0.006731535646,3.2879459665,0.97563665,73.513336,0.35658142400000004
15000,50,0.9992339565,0.0068973152465,2.7633920705,1.0047120500000002,73.513336,0.35663794699999996
15000,80,0.999354622,0.009162083843000001,2.7539152265,0.9571096,73.513336,0.3566002195
15000,100,0.99933564145,0.007007679072000001,2.7348405639999998,0.991390625,73.513336,0.35660031049999996
