run_id,context_id,device,dataset,best_accuracy,best_latency,hv,igd_plus,spacing,c_metric,runtime_sec,evaluations
1,1,edgegpu,cifar10,94.37334,0.50138474,0.9997227138,0.003074818584,16.6730016,0,1.0210477,24695
1,2,edgetpu,cifar10,94.37334,0.34654593,0.9871508215,0.02148553183,0.0566479407,0,0.927726,24780
1,3,eyeriss,cifar10,94.37334,1.67954,0.9992261456,0.007283851852,0.7457262284,0,0.7546642,24927
1,4,fpga,cifar10,94.37334,1.13296,0.9991877124,0.005203187251,0.7964439661,0,0.7257502,24560
1,5,pixel3,cifar10,94.37334,0.00327686,0.9997979578,0.007972625328,13.89644349,0,1.117145,24321
1,6,raspi4,cifar10,94.37334,0.0112835,0.9993137087,0.02891578077,13.93881661,0,1.152723,24246
1,7,edgegpu,cifar100,73.513336,0.5058527,0.9998405537,0.0004271810056,13.00338145,0,0.9776346,24570
1,8,edgetpu,cifar100,73.513336,0.35493976,0.9988727627,0.0009684414004,0.1547089788,0,0.9927328,23965
1,9,eyeriss,cifar100,73.513336,1.68256,0.9992351749,0.008013913043,1.534437246,0,0.7431751,24812
1,10,fpga,cifar100,73.513336,1.13296,0.9992892428,0.008320567376,1.384335949,0,0.7942386,24762
1,11,pixel3,cifar100,73.513336,0.0087526,0.9967365434,0.03172855185,10.74516823,0,0.9547915,24256
1,12,raspi4,cifar100,73.513336,0.01521528,0.9995164482,0.04039342056,10.64600113,0,1.0575542,23945
1,13,edgegpu,ImageNet16-120,47.31111,0.5339527,0.9994824174,0.004391163842,5.071500546,0,1.0423964,24464
1,14,edgetpu,ImageNet16-120,47.31111,0.35886532,0.9990719823,0.001091521426,0.1570908488,0,1.0825555,24523
1,15,eyeriss,ImageNet16-120,47.31111,0.42304,0.9998424557,0.00196659292,1.671512207,0,0.7282599,24997
1,16,fpga,ImageNet16-120,47.31111,0.28432,0.9980249624,0.01202356229,1.261264499,0,0.7899041,24499
1,17,pixel3,ImageNet16-120,47.31111,0.00528942,0.9993559834,0.01386945165,4.920302994,0,1.1870167,23981
1,18,raspi4,ImageNet16-120,47.31111,0.0115138,0.998122869,0.03668993489,4.9174067,0,1.3557296,24052
2,1,edgegpu,cifar10,94.37334,0.50138474,0.999114603,0.01211860619,15.94306382,0,0.9016436,24520
2,2,edgetpu,cifar10,94.37334,0.34654593,0.9993466137,0.0006036580893,0.07024348537,0,1.0491565,24885
2,3,eyeriss,cifar10,94.37334,1.67954,0.9998727883,0.00101010101,0.7463716746,0,0.8552522,24797
2,4,fpga,cifar10,94.37334,1.13296,1,0,0.2938867224,0,0.7792305,24433
2,5,pixel3,cifar10,94.37334,0.00327686,0.9997976105,0.007340211535,13.89148896,0,1.2024113,23933
2,6,raspi4,cifar10,94.37334,0.0112835,0.9996619663,0.04830286196,13.91760311,0,1.0366673,24190
2,7,edgegpu,cifar100,73.513336,0.5058527,0.9999381148,0.0001997932961,13.0196101,0,0.8045748,24628
2,8,edgetpu,cifar100,73.513336,0.35493976,0.9977932531,0.002597588844,0.1583471547,0,0.9829883,24119
2,9,eyeriss,cifar100,73.513336,1.68256,0.9960302025,0.04968047101,1.58981803,0,0.7505115,25022
2,10,fpga,cifar100,73.513336,1.13296,0.9993192747,0.007114893617,1.383949784,0,0.7572359,24666
2,11,pixel3,cifar100,73.513336,0.0087526,0.9994996439,0.01517444046,10.84156341,0,0.9723953,24215
2,12,raspi4,cifar100,73.513336,0.01521528,0.9996188475,0.03614437456,10.67034187,0,1.0286737,24191
2,13,edgegpu,ImageNet16-120,47.31111,0.5339527,0.9995275528,0.00443149548,4.979825592,0,1.0400741,24412
2,14,edgetpu,ImageNet16-120,47.31111,0.35810986,0.9971254375,0.003055453867,0.2276126846,0,0.9838013,24080
2,15,eyeriss,ImageNet16-120,47.31111,0.42304,1,0,1.66438283,0,0.7446181,24970
2,16,fpga,ImageNet16-120,47.31111,0.28432,0.9998826868,6.195286195e-05,1.20412318,0,0.8306267,24384
2,17,pixel3,ImageNet16-120,47.31111,0.00528942,0.998958128,0.006558098526,4.918793943,0,0.9838905,23993
2,18,raspi4,ImageNet16-120,47.31111,0.0115138,0.9978700321,0.03918040456,4.913650751,0,1.0976385,23725
3,1,edgegpu,cifar10,94.37334,0.50138474,0.9998793322,0.001271826991,15.95151792,0,0.9351615,24588
3,2,edgetpu,cifar10,94.37334,0.35215905,0.9993387754,0.0006001666839,0.06503393291,0,1.090141,24856
3,3,eyeriss,cifar10,94.37334,1.67954,0.9991943427,0.00378216835,0.7563880239,0,0.7873421,24798
3,4,fpga,cifar10,94.37334,1.13296,0.9982490997,0.006996015936,0.7965340988,0,0.7380837,24489
3,5,pixel3,cifar10,94.37334,0.00327686,0.9997571077,0.005602120898,13.89831027,0,1.1827406,24129
3,6,raspi4,cifar10,94.37334,0.0112835,0.9996439672,0.01439634163,13.94505673,0,1.1045157,24242
3,7,edgegpu,cifar100,73.513336,0.5058527,0.9999407234,8.527039106e-05,12.69908962,0,0.913499,24555
3,8,edgetpu,cifar100,73.513336,0.35493976,0.9937255775,0.006533645492,0.1400864434,0,1.0006964,24111
3,9,eyeriss,cifar100,73.513336,1.68256,0.9990166534,0.0126515942,1.530503466,0,0.7879816,24977
3,10,fpga,cifar100,73.513336,1.13296,0.9995182598,0.003073404255,0.308603677,0,0.8394482,24613
3,11,pixel3,cifar100,73.513336,0.0087526,0.9993723555,0.0444308473,11.40205005,0,1.1228895,24353
3,12,raspi4,cifar100,73.513336,0.01521528,0.9996085853,0.02774253763,10.66132263,0,1.0916803,24025
3,13,edgegpu,ImageNet16-120,47.033333,0.5339527,0.9990507932,0.01804479772,4.986907298,0,0.9300269,24722
3,14,edgetpu,ImageNet16-120,47.31111,0.35886532,0.9978335777,0.00261290538,0.2337704807,0,1.0144397,24655
3,15,eyeriss,ImageNet16-120,47.31111,0.42304,0.9998424557,0.00196659292,1.656779141,0,0.766585,24864
3,16,fpga,ImageNet16-120,47.31111,0.28432,0.9980074431,0.008986794613,1.202099597,0,0.8250959,24467
3,17,pixel3,ImageNet16-120,47.31111,0.00528942,0.9990954437,0.00936399659,4.918234803,0,1.0856621,24047
3,18,raspi4,ImageNet16-120,47.31111,0.0115138,0.9989934347,0.01406434819,4.911156123,0,1.150745,23935
4,1,edgegpu,cifar10,94.37334,0.50138474,0.9995606562,0.0008611942478,14.63075562,0,0.8705977,24537
4,2,edgetpu,cifar10,94.37334,0.34654593,0.9995063705,0.000404603282,0.09093604008,0,0.9760605,24498
4,3,eyeriss,cifar10,94.37334,1.67954,0.9990035251,0.007620552189,0.750823549,0,0.7965648,24853
4,4,fpga,cifar10,94.37334,1.13296,1,0,0.3363504044,0,0.7769824,24537
4,5,pixel3,cifar10,94.37334,0.00327686,0.9997837218,0.01404420866,13.89329325,0,1.0304053,24306
4,6,raspi4,cifar10,94.37334,0.0112835,0.999438989,0.05753710033,13.93281461,0,1.0830415,24421
4,7,edgegpu,cifar100,73.513336,0.5058527,0.9997630782,0.0004511575419,13.44613736,0,0.9284526,24624
4,8,edgetpu,cifar100,73.513336,0.35493976,0.9984807095,0.00125197709,0.1256974015,0,1.0071578,24074
4,9,eyeriss,cifar100,73.513336,1.68256,0.9988345431,0.01170956522,1.556220269,0,0.7117065,24907
4,10,fpga,cifar100,73.513336,1.13296,0.9982899974,0.01465531915,1.286492378,0,0.8679751,24637
4,11,pixel3,cifar100,73.513336,0.0087526,0.9991045094,0.04927960213,11.19502766,0,1.0372953,24216
4,12,raspi4,cifar100,73.513336,0.01521528,0.9994665946,0.02434718032,10.82817782,0,1.0011177,24248
4,13,edgegpu,ImageNet16-120,47.31111,0.5339527,0.9991968208,0.009084852742,5.07515624,0,0.9917263,24358
4,14,edgetpu,ImageNet16-120,46.933334,0.35810986,0.9919527353,0.02406880091,0.1972886557,0,0.9931952,24152
4,15,eyeriss,ImageNet16-120,47.31111,0.42304,0.9998424557,0.00196659292,1.671512207,0,0.715737,24930
4,16,fpga,ImageNet16-120,47.31111,0.28432,0.9937773079,0.0159003367,1.172169968,0,0.8106237,24657
4,17,pixel3,ImageNet16-120,47.31111,0.00528942,0.999380758,0.006497989059,4.956222132,0,1.1587991,24106
4,18,raspi4,ImageNet16-120,47.31111,0.0115138,0.9978826672,0.02807472729,4.904302775,0,1.131982,23528
5,1,edgegpu,cifar10,94.37334,0.50138474,0.9998180286,0.005052602212,15.6027086,0,0.9574085,24712
5,2,edgetpu,cifar10,94.37334,0.34654593,0.9998170667,2.913328767e-05,0.106672883,0,0.9766034,24744
5,3,eyeriss,cifar10,94.37334,1.67954,0.9994487661,0.003479138047,0.7465801204,0,0.7361037,24911
5,4,fpga,cifar10,94.37334,1.13296,0.9993480344,0.004207171315,0.782540278,0,0.7377084,24595
5,5,pixel3,cifar10,94.37334,0.00327686,0.9996148649,0.01601433029,13.90473078,0,1.1599382,23933
5,6,raspi4,cifar10,94.37334,0.0112835,0.9997638639,0.01545748661,13.92631186,0,1.1479094,24157
5,7,edgegpu,cifar100,73.513336,0.5058527,0.9998260986,0.002741183799,13.36866119,0,0.9827265,24551
5,8,edgetpu,cifar100,73.513336,0.35493976,0.9992195572,0.0003319802407,0.1227054123,0,0.9256998,24100
5,9,eyeriss,cifar100,73.513336,1.68256,0.9990166534,0.0126515942,1.530503466,0,0.7450957,25035
5,10,fpga,cifar100,73.513336,1.13296,0.9959496142,0.03300347518,0.3300069967,0,0.768142,24606
5,11,pixel3,cifar100,73.513336,0.0087526,0.9993489982,0.03832799123,11.38802329,0,1.0898747,24138
5,12,raspi4,cifar100,73.513336,0.01521528,0.9996247522,0.03308370355,10.64907221,0,1.050584,24142
5,13,edgegpu,ImageNet16-120,47.31111,0.5339527,0.9991070455,0.009435119586,4.999239581,0,0.9287983,24884
5,14,edgetpu,ImageNet16-120,47.31111,0.35810986,0.9979412716,0.002499100894,0.1825897211,0,0.9296926,24144
5,15,eyeriss,ImageNet16-120,47.31111,0.42304,1,0,1.66438283,0,0.7590041,24935
5,16,fpga,ImageNet16-120,47.31111,0.28432,0.9979908237,0.005449158249,1.20131783,0,0.7984127,24412
5,17,pixel3,ImageNet16-120,47.31111,0.00528942,0.9988636263,0.009232330781,4.918804125,0,1.1652737,24170
5,18,raspi4,ImageNet16-120,47.31111,0.01151902,0.9974615705,0.02173509048,5.011883201,0,1.1216624,24342
6,1,edgegpu,cifar10,94.37334,0.50138474,1,0,15.30083798,0,0.9827712,24523
6,2,edgetpu,cifar10,94.37334,0.34654593,0.9996497145,0.0002227972603,0.07797957389,0,1.0020209,24638
6,3,eyeriss,cifar10,94.37334,1.67954,0.997985793,0.01455272727,0.7706728269,0,0.7493957,24817
6,4,fpga,cifar10,94.37334,1.13296,0.9970624026,0.01702250199,0.7669815573,0,0.7325439,24398
6,5,pixel3,cifar10,94.37334,0.00327686,0.9996525464,0.01494229331,13.89685563,0,1.1320232,23823
6,6,raspi4,cifar10,94.37334,0.0112835,0.9995598639,0.01514745627,13.96245341,0,1.1055362,24242
6,7,edgegpu,cifar100,73.513336,0.5058527,0.9999812555,0.002346368715,13.01048694,0,0.9055961,24669
6,8,edgetpu,cifar100,73.513336,0.35493976,0.9978791787,0.003431209282,0.1307540965,0,1.0292389,24119
6,9,eyeriss,cifar100,73.513336,1.68256,1,0,1.543924909,0,0.7186166,24826
6,10,fpga,cifar100,73.513336,1.13296,0.9995558946,0.006643971631,0.321518853,0,0.8294126,24531
6,11,pixel3,cifar100,73.513336,0.0087526,0.9998795889,0.01524195631,10.83002734,0,1.0778076,24322
6,12,raspi4,cifar100,73.513336,0.01521528,0.9997931523,0.03557248572,10.66269916,0,1.098504,23873
6,13,edgegpu,ImageNet16-120,47.31111,0.5339527,0.9992101418,0.007862470433,5.258578928,0,0.972066,24482
6,14,edgetpu,ImageNet16-120,47.31111,0.35810986,0.9966970759,0.002950323422,0.194992815,0,1.0560038,24157
6,15,eyeriss,ImageNet16-120,47.31111,0.42304,0.9998424557,0.00196659292,1.656779141,0,0.7336795,24782
6,16,fpga,ImageNet16-120,47.31111,0.28432,0.9998826868,6.195286195e-05,1.20412318,0,0.798291,24482
6,17,pixel3,ImageNet16-120,47.31111,0.00528942,0.9991339056,0.008152505734,4.941051645,0,1.0826236,23991
6,18,raspi4,ImageNet16-120,47.31111,0.01151902,0.997674012,0.02066278178,4.877914117,0,1.0673271,23786
7,1,edgegpu,cifar10,94.37334,0.50138474,0.9999985882,0.0005005553097,15.61480253,0,0.9521221,24578
7,2,edgetpu,cifar10,94.37334,0.34654593,0.9997881791,0.000227895588,0.1047441779,0,1.0832556,24767
7,3,eyeriss,cifar10,94.37334,1.67954,0.998568868,0.01508417508,0.7447695991,0,0.817516,24895
7,4,fpga,cifar10,94.37334,1.13296,0.9986358159,0.01125896414,0.7949238011,0,0.7642765,24492
7,5,pixel3,cifar10,94.37334,0.00327686,0.9993711112,0.02761036555,13.89265535,0,1.1939849,24264
7,6,raspi4,cifar10,94.37334,0.0112835,0.9997746721,0.008171652761,13.92493473,0,1.0608809,24158
