run_id,context_id,archid,device,dataset,accuracy,latency,runtime_sec,evaluations
1,1,13714,edgegpu,cifar10,94.373340,6.772180,0.135770,15625
1,1,1459,edgegpu,cifar10,94.296670,6.748991,0.135770,15625
1,1,5292,edgegpu,cifar10,94.293335,6.663151,0.135770,15625
1,1,2053,edgegpu,cifar10,94.206665,5.482254,0.135770,15625
1,1,11692,edgegpu,cifar10,94.130000,4.708362,0.135770,15625
1,1,6330,edgegpu,cifar10,94.006670,4.384699,0.135770,15625
1,1,5780,edgegpu,cifar10,93.980000,3.361888,0.135770,15625
1,1,9099,edgegpu,cifar10,93.940000,3.357520,0.135770,15625
1,1,10484,edgegpu,cifar10,93.810000,3.354015,0.135770,15625
1,1,2776,edgegpu,cifar10,93.666664,3.331194,0.135770,15625
1,1,6499,edgegpu,cifar10,93.645000,3.331041,0.135770,15625
1,1,258,edgegpu,cifar10,93.640000,3.307109,0.135770,15625
1,1,11810,edgegpu,cifar10,92.780000,1.992798,0.135770,15625
1,1,11438,edgegpu,cifar10,92.500000,1.846719,0.135770,15625
1,1,6960,edgegpu,cifar10,92.280000,1.764450,0.135770,15625
1,1,1339,edgegpu,cifar10,92.136665,1.751881,0.135770,15625
1,1,14090,edgegpu,cifar10,92.086670,1.749086,0.135770,15625
1,1,6950,edgegpu,cifar10,92.000000,1.738467,0.135770,15625
1,1,13401,edgegpu,cifar10,87.010000,1.457009,0.135770,15625
1,1,561,edgegpu,cifar10,86.880000,1.451068,0.135770,15625
1,1,14407,edgegpu,cifar10,86.770000,1.440282,0.135770,15625
1,1,14527,edgegpu,cifar10,86.765000,1.439619,0.135770,15625
1,1,1549,edgegpu,cifar10,86.710000,1.436324,0.135770,15625
1,1,5400,edgegpu,cifar10,86.630000,1.427460,0.135770,15625
1,1,15200,edgegpu,cifar10,10.000000,0.501385,0.135770,15625
1,2,9930,edgegpu,cifar100,73.513336,6.803060,0.136199,15625
1,2,3888,edgegpu,cifar100,73.260000,6.797867,0.136199,15625
1,2,4954,edgegpu,cifar100,73.000000,6.669736,0.136199,15625
1,2,2778,edgegpu,cifar100,72.993330,6.134028,0.136199,15625
1,2,4418,edgegpu,cifar100,72.746666,5.352364,0.136199,15625
1,2,1425,edgegpu,cifar100,72.093330,5.310225,0.136199,15625
1,2,12415,edgegpu,cifar100,71.940000,4.828467,0.136199,15625
1,2,9997,edgegpu,cifar100,71.520000,3.466139,0.136199,15625
1,2,8401,edgegpu,cifar100,71.080000,3.302102,0.136199,15625
1,2,6124,edgegpu,cifar100,68.360000,3.185835,0.136199,15625
1,2,11810,edgegpu,cifar100,68.300000,1.779551,0.136199,15625
1,2,11885,edgegpu,cifar100,68.040000,1.776652,0.136199,15625
1,2,1038,edgegpu,cifar100,67.500000,1.758428,0.136199,15625
1,2,6381,edgegpu,cifar100,66.800000,1.753340,0.136199,15625
1,2,14677,edgegpu,cifar100,62.420000,1.746187,0.136199,15625
1,2,8912,edgegpu,cifar100,59.200000,1.441355,0.136199,15625
1,2,2304,edgegpu,cifar100,58.660000,1.440253,0.136199,15625
1,2,9922,edgegpu,cifar100,58.560000,1.428552,0.136199,15625
1,2,11067,edgegpu,cifar100,58.186670,1.427836,0.136199,15625
1,2,1509,edgegpu,cifar100,1.000000,0.505853,0.136199,15625
1,3,857,edgegpu,ImageNet16-120,47.311110,6.707663,0.179979,15625
1,3,15383,edgegpu,ImageNet16-120,47.033333,6.262836,0.179979,15625
1,3,9586,edgegpu,ImageNet16-120,46.933334,5.222673,0.179979,15625
1,3,12415,edgegpu,ImageNet16-120,46.566666,4.667692,0.179979,15625
1,3,15159,edgegpu,ImageNet16-120,45.566666,4.632421,0.179979,15625
1,3,14840,edgegpu,ImageNet16-120,45.311110,4.224715,0.179979,15625
1,3,8884,edgegpu,ImageNet16-120,45.033333,3.499999,0.179979,15625
1,3,4946,edgegpu,ImageNet16-120,44.700000,3.490419,0.179979,15625
1,3,8426,edgegpu,ImageNet16-120,44.633335,3.370147,0.179979,15625
1,3,9722,edgegpu,ImageNet16-120,44.000000,3.327813,0.179979,15625
1,3,8401,edgegpu,ImageNet16-120,43.833332,3.322444,0.179979,15625
1,3,11217,edgegpu,ImageNet16-120,43.466667,3.316708,0.179979,15625
1,3,2650,edgegpu,ImageNet16-120,42.433334,3.309817,0.179979,15625
1,3,454,edgegpu,ImageNet16-120,41.277780,3.303313,0.179979,15625
1,3,12081,edgegpu,ImageNet16-120,40.233334,2.730479,0.179979,15625
1,3,5751,edgegpu,ImageNet16-120,40.044445,2.434626,0.179979,15625
1,3,10947,edgegpu,ImageNet16-120,39.944443,1.909800,0.179979,15625
1,3,4160,edgegpu,ImageNet16-120,39.833332,1.756272,0.179979,15625
1,3,4332,edgegpu,ImageNet16-120,39.444443,1.745496,0.179979,15625
