run_id,context_id,device,dataset,best_accuracy,best_latency,hv,igd_plus,spacing,c_metric,runtime_sec,evaluations
1,1,edgegpu,cifar10,94.37334,0.50138474,1,7.600000001e-08,15.24688142,0.4,0.5152843,16328
1,2,edgetpu,cifar10,94.37334,0.34654593,0.999924077,3.043586207e-05,0.5722105277,0.3448275862,0.4906295,16003
1,3,eyeriss,cifar10,94.37334,1.67954,0.9996183648,0.001764705882,0.7393031535,0,0.4894712,16607
1,4,fpga,cifar10,94.37334,1.13296,0.9995401047,0.004444266667,0.7036513825,0,0.4318333,16153
1,5,pixel3,cifar10,94.37334,0.00327686,0.9996606713,0.01578528286,11.87855157,0.02325581395,0.6585459,16297
1,6,raspi4,cifar10,94.37334,0.01129678,0.9999801037,0.00313451,12.99104601,0.07894736842,0.5771032,16099
1,7,edgegpu,cifar100,73.513336,0.5058527,0.9999811954,0.00300015,12.90985788,0.4,0.494824,16435
1,8,edgetpu,cifar100,73.513336,0.35524306,0.9998703119,0.0003584569444,0.7576846014,0.4444444444,0.5972243,16158
1,9,eyeriss,cifar100,73.513336,1.68256,0.9993262164,0.016384,1.471746268,0,0.4458828,16706
1,10,fpga,cifar100,73.513336,1.13296,0.9991879091,0.01179277778,1.343002177,0,0.4427845,16506
1,11,pixel3,cifar100,73.513336,0.0087526,0.9970013731,0.01071971429,10.34496244,0.02857142857,0.6122279,16495
1,12,raspi4,cifar100,73.513336,0.01521528,0.999957069,0.009708758462,9.404978442,0.2051282051,0.6143859,16366
1,13,edgegpu,ImageNet16-120,47.033333,0.5339527,0.9995181456,0.01505387097,5.123111212,0.4193548387,0.5641062,16323
1,14,edgetpu,ImageNet16-120,47.31111,0.35810986,0.9990412536,0.0007468013953,0.9930205801,0.3488372093,0.5107466,15985
1,15,eyeriss,ImageNet16-120,47.31111,0.42304,1,0.00512,1.68079872,0,0.4789164,16653
1,16,fpga,ImageNet16-120,47.31111,0.28432,0.999943894,0.0002164705882,1.349631851,0,0.5117529,16342
1,17,pixel3,ImageNet16-120,47.31111,0.00528942,0.9999549217,0.001597483248,4.294115999,0,0.6564667,16316
1,18,raspi4,ImageNet16-120,47.31111,0.0115138,0.9988586682,0.01196566274,3.857498226,0.2407407407,0.6379458,16242
2,1,edgegpu,cifar10,94.37334,0.5385971,0.9999355574,0.007331716,15.24618062,0.32,0.5193021,16406
2,2,edgetpu,cifar10,94.37334,0.35215905,0.9992859283,0.001324326552,0.5890478299,0.3448275862,0.4821379,15862
2,3,eyeriss,cifar10,94.37334,1.67954,1,0,0.7388349889,0,0.4785516,16561
