run_id,context_id,archid,device,dataset,accuracy,latency,runtime_sec,evaluations
1,1,9977,edgegpu,cifar10,92.590000,4.665880,0.002634,60
1,1,11410,edgegpu,cifar10,92.090000,3.745213,0.002634,60
1,1,7585,edgegpu,cifar10,88.895000,2.767186,0.002634,60
1,1,10137,edgegpu,cifar10,91.780000,2.789602,0.002634,60
1,1,13233,edgegpu,cifar10,10.000000,0.542059,0.002634,60
1,1,6946,edgegpu,cifar10,92.026665,3.726316,0.002634,60
1,1,12103,edgegpu,cifar10,86.440000,1.468692,0.002634,60
1,1,2053,edgegpu,cifar10,94.206665,5.482254,0.002634,60
1,2,3452,edgetpu,cifar10,91.880000,0.483237,0.002059,60
1,2,9013,edgetpu,cifar10,92.580000,0.758931,0.002059,60
1,2,5916,edgetpu,cifar10,93.106670,1.051602,0.002059,60
1,2,2286,edgetpu,cifar10,86.610000,0.362087,0.002059,60
1,2,14919,edgetpu,cifar10,93.480000,1.066297,0.002059,60
1,2,15070,edgetpu,cifar10,93.040000,0.928373,0.002059,60
1,3,7893,eyeriss,cifar10,84.185000,1.679540,0.003035,60
1,3,13611,eyeriss,cifar10,92.490000,3.154100,0.003035,60
1,3,10027,eyeriss,cifar10,92.580000,6.594740,0.003035,60
1,3,505,eyeriss,cifar10,89.926670,2.416820,0.003035,60
1,3,12111,eyeriss,cifar10,89.875000,2.171060,0.003035,60
1,3,3681,eyeriss,cifar10,89.673330,1.925300,0.003035,60
1,3,13654,eyeriss,cifar10,93.080000,7.577780,0.003035,60
1,3,15341,eyeriss,cifar10,93.780000,9.298100,0.003035,60
1,3,10861,eyeriss,cifar10,93.560000,8.069300,0.003035,60
1,4,9870,fpga,cifar10,91.916664,2.905760,0.002899,60
1,4,2512,fpga,cifar10,87.710000,1.648160,0.002899,60
1,4,6737,fpga,cifar10,92.343330,3.420960,0.002899,60
1,4,6292,fpga,cifar10,92.103330,3.315360,0.002899,60
1,4,8482,fpga,cifar10,90.456665,2.163360,0.002899,60
1,4,3678,fpga,cifar10,93.040000,3.648160,0.002899,60
1,4,6121,fpga,cifar10,86.390000,1.132960,0.002899,60
1,4,2053,fpga,cifar10,94.206665,5.420960,0.002899,60
1,4,11530,fpga,cifar10,93.360000,4.163360,0.002899,60
1,4,10872,fpga,cifar10,93.810000,4.572960,0.002899,60
1,5,1963,pixel3,cifar10,93.640000,13.397500,0.002466,60
1,5,7195,pixel3,cifar10,92.590000,8.332770,0.002466,60
1,5,2555,pixel3,cifar10,89.793335,3.272530,0.002466,60
1,5,5097,pixel3,cifar10,92.206665,7.669280,0.002466,60
1,5,145,pixel3,cifar10,90.033330,6.026240,0.002466,60
1,5,13835,pixel3,cifar10,89.663330,2.382410,0.002466,60
1,5,10155,pixel3,cifar10,93.375000,10.834900,0.002466,60
1,5,4208,pixel3,cifar10,93.740000,17.486300,0.002466,60
1,6,125,raspi4,cifar10,89.896670,9.980383,0.002378,60
1,6,15288,raspi4,cifar10,86.660000,2.557443,0.002378,60
1,6,2324,raspi4,cifar10,93.120000,25.787605,0.002378,60
1,6,3650,raspi4,cifar10,92.875000,23.715761,0.002378,60
1,6,5731,raspi4,cifar10,93.350000,35.073820,0.002378,60
1,6,13360,raspi4,cifar10,89.240000,7.343480,0.002378,60
1,6,6648,raspi4,cifar10,90.863335,21.283920,0.002378,60
1,6,4142,raspi4,cifar10,10.000000,0.619001,0.002378,60
1,6,4830,raspi4,cifar10,92.800000,21.570728,0.002378,60
1,6,4533,raspi4,cifar10,93.470000,50.028843,0.002378,60
1,7,1810,edgegpu,cifar100,69.626660,5.745206,0.002425,60
1,7,856,edgegpu,cifar100,67.880000,3.486500,0.002425,60
