run_id,context_id,device,dataset,best_accuracy,best_latency,hv,igd_plus,spacing,c_metric,runtime_sec,evaluations
1,1,edgegpu,cifar10,94.37334,0.50138474,0.9998612181,0.00078018,15.54037287,0.4,0.3181499,10050
1,2,edgetpu,cifar10,94.37334,0.35215905,0.9967603256,0.007087491353,0.5762087945,0.2068965517,0.3674093,10050
1,3,eyeriss,cifar10,94.37334,1.67954,0.997985793,0.01622117647,0.7729347091,0,0.2924681,10050
1,4,fpga,cifar10,94.37334,1.13296,0.9979495264,0.01348426667,0.7436657398,0,0.299505,10050
1,5,pixel3,cifar10,94.37334,0.00327686,0.999751731,0.01034151163,12.33860491,0.02325581395,0.4228903,10050
1,6,raspi4,cifar10,94.37334,0.0112835,0.9998162997,0.02636902795,13.35012117,0.1052631579,0.3580125,10050
1,7,edgegpu,cifar100,73.513336,0.5058527,0.9999411947,0.00035778,12.58742114,0.4,0.3335352,10050
1,8,edgetpu,cifar100,73.513336,0.35493976,0.9990876014,0.003058645556,0.7608877568,0.4722222222,0.389641,10050
1,9,eyeriss,cifar100,73.513336,1.68256,1,0,1.486374479,0,0.3169344,10050
1,10,fpga,cifar100,73.513336,1.13296,0.9971906508,0.03673333333,1.394007554,0,0.3048642,10050
1,11,pixel3,cifar100,73.513336,0.0087526,0.9967197147,0.05726710523,10.35311194,0.02857142857,0.4030451,10050
1,12,raspi4,cifar100,73.513336,0.01521528,0.9996121787,0.04902645957,9.825285496,0.1794871795,0.3708024,10050
1,13,edgegpu,ImageNet16-120,46.933334,0.5339527,0.9988619894,0.03446982964,4.851189108,0.3870967742,0.3714602,10050
1,14,edgetpu,ImageNet16-120,47.31111,0.35810986,0.9977268303,0.00264643814,1.104024323,0.2558139535,0.3452962,10050
1,15,eyeriss,ImageNet16-120,47.31111,0.42304,0.9968097679,0.01536,1.603565208,0,0.2830091,10050
1,16,fpga,ImageNet16-120,47.31111,0.28432,0.9974215582,0.01650505882,1.36412564,0,0.3001941,10050
1,17,pixel3,ImageNet16-120,47.31111,0.00552623,0.9982872173,0.0269384785,4.22001968,0,0.4071477,10050
1,18,raspi4,ImageNet16-120,47.31111,0.0115138,0.9973178692,0.03356628447,3.859525862,0.3148148148,0.423116,10050
2,1,edgegpu,cifar10,94.37334,0.50138474,0.9995013254,0.008274087433,14.07740134,0.32,0.3377875,10050
2,2,edgetpu,cifar10,94.37334,0.34654593,0.997694458,0.004839584483,0.6326263386,0.2068965517,0.3393349,10050
2,3,eyeriss,cifar10,94.37334,1.67954,0.9996501677,0.006470588235,0.7269987807,0,0.3053602,10050
2,4,fpga,cifar10,94.37334,1.13296,0.9977892044,0.0168176,0.7775888875,0,0.2994364,10050
2,5,pixel3,cifar10,94.37334,0.00327686,0.9997554313,0.02095810965,11.6134204,0.02325581395,0.42496,10050
2,6,raspi4,cifar10,94.37334,0.0112835,0.9998250737,0.02379069925,13.16011235,0.1052631579,0.3757364,10050
2,7,edgegpu,cifar100,73.513336,0.5058527,0.9998900267,3.5915e-05,12.98269063,0.4,0.3134883,10050
