idx,accuracy,speed,rank,crowding_distance,architecture
170,0.9849999999999999,2.0355474096838377,0,0.10655829678113907,"{""normal_cell"": {""blocks"": [[1, 5, 1, 3], [0, 3, 2, 5], [2, 2, 2, 3], [0, 0, 2, 5], [2, 5, 2, 4]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}, ""reduction_cell"": {""blocks"": [[1, 2, 0, 5], [0, 3, 1, 1], [3, 1, 2, 5], [3, 3, 3, 3], [5, 5, 1, 3]], ""extra_connections"": [0, 1, 2, 4, 6]}}"
171,0.979,2.343295290871604,0,0.09055920811523838,"{""normal_cell"": {""blocks"": [[0, 4, 0, 3], [0, 3, 2, 5], [1, 0, 2, 3], [2, 4, 0, 0], [2, 2, 2, 4]], ""extra_connections"": [0, 5, 6]}, ""reduction_cell"": {""blocks"": [[1, 2, 0, 5], [1, 4, 1, 4], [3, 1, 2, 5], [3, 3, 3, 3], [5, 5, 3, 3]], ""extra_connections"": [0, 2, 4, 5, 6]}}"
172,0.912,4.452261051612751,0,0.45214649043760763,"{""normal_cell"": {""blocks"": [[1, 3, 0, 3], [2, 3, 1, 3], [3, 3, 3, 5], [0, 0, 3, 5], [2, 0, 5, 1]], ""extra_connections"": [1, 3, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 0, 0, 4], [2, 0, 2, 0], [3, 0, 3, 1], [3, 3, 3, 1], [3, 0, 1, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
173,0.9829999999999999,1.9753398299086626,1,inf,"{""normal_cell"": {""blocks"": [[1, 3, 1, 3], [0, 2, 2, 5], [1, 5, 2, 3], [1, 4, 2, 0], [2, 5, 0, 4]], ""extra_connections"": [0, 2, 3, 4, 5, 6]}, ""reduction_cell"": {""blocks"": [[1, 1, 0, 5], [2, 0, 1, 1], [0, 3, 2, 5], [0, 3, 4, 5], [3, 5, 1, 3]], ""extra_connections"": [2, 4, 6]}}"
174,0.822,7.208422664161725,1,inf,"{""normal_cell"": {""blocks"": [[0, 3, 1, 2], [1, 0, 2, 3], [1, 0, 3, 0], [2, 1, 4, 3], [2, 0, 1, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}, ""reduction_cell"": {""blocks"": [[1, 1, 1, 1], [0, 1, 2, 0], [2, 2, 2, 5], [3, 3, 0, 1], [0, 1, 1, 0]], ""extra_connections"": [2, 3, 5, 6]}}"
175,0.849,6.986625028617216,1,0.6412186400757738,"{""normal_cell"": {""blocks"": [[1, 3, 1, 0], [1, 0, 2, 3], [3, 3, 3, 0], [2, 1, 4, 3], [2, 0, 1, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 5, 0, 1], [0, 0, 2, 0], [2, 2, 2, 1], [3, 3, 3, 1], [0, 1, 1, 0]], ""extra_connections"": [2, 3, 5, 6]}}"
176,0.872,5.478053410204519,1,0.4946383661449697,"{""normal_cell"": {""blocks"": [[1, 1, 0, 0], [1, 3, 1, 3], [3, 3, 0, 5], [0, 0, 3, 3], [2, 0, 1, 1]], ""extra_connections"": [1, 3, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 0, 0, 4], [2, 0, 2, 0], [0, 0, 0, 1], [3, 4, 3, 1], [3, 0, 1, 3]], ""extra_connections"": [1, 2, 4, 5, 6]}}"
177,0.905,3.6359537784320812,1,0.3325722879198999,"{""normal_cell"": {""blocks"": [[1, 3, 0, 4], [0, 4, 2, 2], [0, 1, 2, 1], [0, 0, 2, 3], [2, 4, 4, 3]], ""extra_connections"": [0, 2, 5]}, ""reduction_cell"": {""blocks"": [[0, 2, 1, 5], [0, 0, 2, 3], [3, 0, 3, 3], [1, 1, 2, 3], [5, 1, 1, 5]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
178,0.883,4.79040745816621,1,0.30973500822986366,"{""normal_cell"": {""blocks"": [[1, 1, 0, 3], [1, 4, 1, 3], [0, 3, 0, 5], [0, 0, 3, 3], [2, 0, 1, 1]], ""extra_connections"": [3, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 0, 0, 4], [2, 0, 2, 0], [3, 0, 0, 1], [3, 4, 3, 1], [3, 0, 1, 3]], ""extra_connections"": [1, 2, 4, 5, 6]}}"
179,0.933,3.6330450214804606,1,0.3049746423636993,"{""normal_cell"": {""blocks"": [[1, 3, 0, 3], [1, 3, 1, 3], [3, 0, 0, 5], [0, 0, 3, 5], [2, 0, 5, 1]], ""extra_connections"": [1, 3, 5, 6]}, ""reduction_cell"": {""blocks"": [[1, 0, 0, 4], [2, 0, 2, 3], [3, 0, 3, 5], [3, 3, 3, 1], [3, 0, 1, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
180,0.9530000000000001,2.4428758849673637,1,0.24183401104195174,"{""normal_cell"": {""blocks"": [[1, 4, 0, 3], [0, 4, 2, 3], [1, 0, 3, 3], [2, 4, 2, 0], [2, 5, 2, 4]], ""extra_connections"": [0, 2, 3, 4, 5, 6]}, ""reduction_cell"": {""blocks"": [[1, 2, 0, 5], [0, 4, 2, 1], [2, 0, 2, 5], [3, 0, 3, 3], [5, 5, 1, 1]], ""extra_connections"": [2, 4, 6]}}"
181,0.938,3.1126156755175725,1,0.23073233925057293,"{""normal_cell"": {""blocks"": [[0, 3, 1, 3], [2, 5, 2, 0], [3, 4, 0, 0], [2, 0, 3, 4], [1, 5, 3, 2]], ""extra_connections"": [0, 2, 3, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 1, 0, 3], [1, 5, 0, 0], [2, 0, 3, 3], [2, 4, 3, 3], [0, 1, 3, 3]], ""extra_connections"": [1, 4, 5, 6]}}"
182,0.9430000000000001,2.750639778526517,1,0.22114958400870086,"{""normal_cell"": {""blocks"": [[0, 3, 0, 3], [1, 5, 2, 3], [3, 1, 3, 3], [2, 1, 2, 4], [5, 5, 1, 2]], ""extra_connections"": [0, 2, 4, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 1, 0, 1], [1, 5, 0, 5], [1, 0, 3, 3], [2, 4, 3, 3], [0, 1, 3, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
183,0.971,2.395203729083105,1,0.21323579183589383,"{""normal_cell"": {""blocks"": [[0, 0, 0, 1], [1, 4, 2, 4], [1, 3, 0, 3], [2, 5, 3, 2], [5, 4, 3, 3]], ""extra_connections"": [2, 4]}, ""reduction_cell"": {""blocks"": [[0, 5, 0, 5], [1, 4, 0, 3], [3, 4, 3, 2], [1, 4, 3, 4], [3, 0, 3, 3]], ""extra_connections"": [0, 1, 2, 5]}}"
184,0.873,5.1782283677056755,1,0.1997265868162595,"{""normal_cell"": {""blocks"": [[1, 1, 0, 3], [1, 4, 1, 3], [3, 0, 3, 1], [0, 1, 3, 5], [2, 0, 5, 1]], ""extra_connections"": [3]}, ""reduction_cell"": {""blocks"": [[1, 0, 0, 4], [2, 0, 2, 3], [3, 0, 3, 3], [3, 3, 3, 1], [3, 0, 3, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
185,0.897,4.337446295095426,1,0.19914936244249715,"{""normal_cell"": {""blocks"": [[0, 3, 0, 4], [0, 4, 1, 2], [2, 1, 2, 1], [0, 0, 0, 3], [2, 4, 1, 3]], ""extra_connections"": [3, 5]}, ""reduction_cell"": {""blocks"": [[0, 2, 1, 5], [0, 0, 2, 3], [3, 0, 3, 3], [1, 1, 2, 3], [5, 1, 3, 3]], ""extra_connections"": [1, 2, 3, 4, 5]}}"
186,0.901,4.333307509709448,1,0.1581034044055168,"{""normal_cell"": {""blocks"": [[0, 3, 0, 4], [0, 4, 2, 2], [3, 1, 2, 1], [0, 0, 0, 3], [2, 4, 1, 3]], ""extra_connections"": [0, 5]}, ""reduction_cell"": {""blocks"": [[0, 2, 1, 5], [0, 0, 2, 3], [3, 0, 3, 3], [1, 1, 2, 3], [5, 1, 3, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
187,0.9809999999999999,2.237096685541376,1,0.15476677245304496,"{""normal_cell"": {""blocks"": [[1, 3, 1, 3], [0, 3, 2, 5], [3, 2, 2, 3], [0, 0, 2, 5], [2, 5, 2, 4]], ""extra_connections"": [0, 1, 4, 5, 6]}, ""reduction_cell"": {""blocks"": [[1, 2, 0, 5], [0, 3, 1, 1], [3, 1, 2, 5], [3, 3, 3, 3], [5, 5, 1, 3]], ""extra_connections"": [0, 1, 2, 4, 6]}}"
188,0.901,4.333307509709448,1,0.025635609064315605,"{""normal_cell"": {""blocks"": [[0, 3, 1, 4], [0, 3, 2, 1], [3, 1, 0, 1], [2, 0, 0, 3], [2, 4, 1, 3]], ""extra_connections"": [0, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 2, 1, 4], [1, 0, 2, 1], [0, 0, 3, 3], [1, 3, 2, 5], [3, 1, 1, 3]], ""extra_connections"": [1, 2, 3, 4, 5]}}"
189,0.9829999999999999,1.9415589023004551,2,inf,"{""normal_cell"": {""blocks"": [[1, 1, 1, 3], [0, 4, 2, 5], [1, 4, 0, 3], [1, 4, 2, 0], [2, 5, 0, 4]], ""extra_connections"": [0, 2, 3, 4, 5, 6]}, ""reduction_cell"": {""blocks"": [[1, 4, 0, 5], [2, 0, 1, 1], [2, 2, 2, 5], [0, 3, 2, 5], [3, 5, 1, 3]], ""extra_connections"": [2, 4, 6]}}"
190,0.843,6.880767078372663,2,inf,"{""normal_cell"": {""blocks"": [[0, 3, 1, 0], [1, 0, 2, 3], [1, 3, 3, 0], [2, 1, 4, 3], [2, 0, 1, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 5, 0, 1], [0, 1, 2, 0], [2, 2, 2, 1], [3, 3, 0, 1], [0, 1, 1, 0]], ""extra_connections"": [2, 3, 5, 6]}}"
191,0.9,4.204913216972158,2,2.0,"{""normal_cell"": {""blocks"": [[1, 3, 1, 2], [1, 0, 2, 3], [1, 0, 2, 3], [2, 4, 4, 3], [2, 0, 2, 1]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}, ""reduction_cell"": {""blocks"": [[1, 3, 1, 1], [0, 4, 2, 0], [3, 2, 2, 5], [3, 4, 0, 4], [4, 1, 1, 0]], ""extra_connections"": [3, 4, 5, 6]}}"
192,1.0,1.8859245307902042,0,inf,"{""normal_cell"": {""blocks"": [[1, 3, 1, 3], [0, 4, 2, 5], [1, 5, 3, 3], [1, 4, 2, 0], [2, 5, 0, 4]], ""extra_connections"": [0, 2, 3, 5, 6]}, ""reduction_cell"": {""blocks"": [[1, 1, 0, 5], [0, 0, 1, 1], [0, 3, 0, 5], [0, 3, 0, 5], [3, 5, 1, 3]], ""extra_connections"": [2, 4, 6]}}"
193,0.891,7.697129292513897,0,inf,"{""normal_cell"": {""blocks"": [[1, 3, 0, 3], [1, 3, 1, 3], [0, 3, 0, 2], [0, 0, 3, 3], [2, 0, 5, 1]], ""extra_connections"": [1, 3, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 0, 0, 4], [2, 0, 2, 0], [3, 0, 3, 1], [3, 3, 3, 1], [3, 0, 4, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
194,0.948,3.6330450214804606,0,0.7981176106237897,"{""normal_cell"": {""blocks"": [[1, 3, 0, 3], [1, 3, 1, 3], [3, 4, 3, 4], [0, 0, 3, 5], [2, 0, 5, 2]], ""extra_connections"": [1, 3, 5, 6]}, ""reduction_cell"": {""blocks"": [[1, 0, 0, 4], [2, 0, 2, 3], [3, 0, 3, 5], [3, 3, 3, 2], [3, 0, 1, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
195,0.9,5.160575313218087,0,0.75104187996786,"{""normal_cell"": {""blocks"": [[0, 3, 0, 3], [1, 0, 2, 0], [3, 4, 3, 4], [2, 1, 3, 4], [3, 1, 3, 2]], ""extra_connections"": [1, 2, 4, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 1, 0, 3], [1, 0, 0, 0], [1, 0, 3, 3], [2, 4, 0, 3], [0, 1, 3, 3]], ""extra_connections"": [1, 2, 4, 5, 6]}}"
196,0.9730000000000001,3.066378306699382,0,0.468655003384966,"{""normal_cell"": {""blocks"": [[0, 3, 1, 3], [2, 3, 2, 0], [3, 4, 3, 4], [2, 1, 0, 4], [3, 5, 3, 0]], ""extra_connections"": [0, 2, 4, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 0, 0, 3], [1, 5, 0, 0], [0, 0, 3, 3], [2, 3, 3, 5], [0, 0, 3, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
197,0.912,4.452261051612751,0,0.25106354909109685,"{""normal_cell"": {""blocks"": [[1, 3, 0, 3], [2, 3, 1, 3], [3, 3, 3, 5], [0, 0, 3, 5], [2, 0, 5, 1]], ""extra_connections"": [1, 3, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 0, 0, 4], [2, 0, 0, 0], [3, 0, 3, 1], [3, 3, 3, 1], [3, 0, 1, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
198,0.912,4.452261051612751,0,0.0,"{""normal_cell"": {""blocks"": [[1, 3, 0, 3], [1, 3, 1, 3], [3, 3, 0, 5], [0, 0, 3, 5], [2, 0, 5, 1]], ""extra_connections"": [1, 3, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 0, 0, 4], [2, 0, 2, 0], [3, 0, 3, 1], [3, 3, 4, 1], [3, 0, 1, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
199,0.991,2.228315148900163,0,0.21849085303012922,"{""normal_cell"": {""blocks"": [[1, 3, 0, 3], [1, 5, 1, 3], [3, 4, 3, 4], [0, 0, 3, 5], [2, 5, 5, 3]], ""extra_connections"": [1, 3, 5]}, ""reduction_cell"": {""blocks"": [[1, 1, 1, 4], [0, 0, 2, 3], [3, 0, 3, 5], [3, 4, 3, 5], [3, 0, 1, 3]], ""extra_connections"": [1, 2, 4, 5, 6]}}"
200,0.9829999999999999,2.2492849287036734,0,0.12987768195397625,"{""normal_cell"": {""blocks"": [[1, 4, 0, 3], [0, 3, 2, 5], [1, 0, 2, 3], [2, 4, 0, 0], [2, 2, 2, 4]], ""extra_connections"": [0, 4, 5, 6]}, ""reduction_cell"": {""blocks"": [[1, 2, 0, 5], [1, 4, 1, 4], [3, 1, 2, 5], [3, 3, 3, 4], [5, 5, 1, 3]], ""extra_connections"": [0, 2, 4, 5, 6]}}"
201,0.978,2.5090089888069658,0,0.07438779761294734,"{""normal_cell"": {""blocks"": [[1, 3, 1, 3], [0, 4, 2, 0], [1, 5, 0, 3], [1, 4, 2, 0], [2, 5, 0, 4]], ""extra_connections"": [0, 2, 3, 4, 5, 6]}, ""reduction_cell"": {""blocks"": [[1, 1, 0, 4], [2, 0, 1, 1], [0, 0, 3, 5], [2, 3, 0, 3], [3, 5, 1, 3]], ""extra_connections"": [1, 2, 4, 6]}}"
202,0.979,2.343295290871604,0,0.0905652282874166,"{""normal_cell"": {""blocks"": [[0, 4, 0, 3], [0, 3, 2, 5], [1, 0, 2, 3], [2, 4, 0, 0], [2, 2, 2, 4]], ""extra_connections"": [0, 5, 6]}, ""reduction_cell"": {""blocks"": [[1, 2, 0, 5], [1, 4, 1, 4], [3, 1, 2, 5], [3, 3, 3, 3], [5, 5, 3, 3]], ""extra_connections"": [0, 2, 4, 5, 6]}}"
203,0.978,2.5090089888069658,0,0.10508718038438329,"{""normal_cell"": {""blocks"": [[1, 3, 1, 3], [0, 4, 2, 0], [1, 5, 0, 3], [1, 4, 1, 0], [2, 5, 2, 4]], ""extra_connections"": [0, 1, 2, 3, 4, 5, 6]}, ""reduction_cell"": {""blocks"": [[1, 1, 0, 4], [0, 0, 2, 1], [0, 3, 2, 0], [0, 3, 0, 5], [3, 5, 1, 3]], ""extra_connections"": [2, 4, 6]}}"
204,0.912,4.452261051612751,0,0.0,"{""normal_cell"": {""blocks"": [[1, 3, 0, 3], [1, 3, 1, 3], [3, 3, 0, 5], [0, 0, 3, 5], [2, 0, 5, 1]], ""extra_connections"": [1, 3, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 0, 0, 4], [2, 0, 2, 0], [3, 0, 3, 1], [3, 3, 3, 1], [3, 0, 1, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
205,0.912,4.452261051612751,0,0.4521629085307541,"{""normal_cell"": {""blocks"": [[1, 3, 0, 3], [2, 3, 1, 3], [3, 3, 3, 5], [0, 0, 3, 5], [2, 0, 5, 1]], ""extra_connections"": [1, 3, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 0, 0, 4], [2, 0, 2, 0], [3, 0, 3, 1], [3, 3, 3, 1], [3, 0, 1, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
206,1.0,1.885141664507983,1,inf,"{""normal_cell"": {""blocks"": [[1, 3, 1, 3], [0, 4, 2, 5], [1, 5, 0, 3], [1, 4, 2, 0], [2, 5, 0, 4]], ""extra_connections"": [0, 2, 3, 4, 5, 6]}, ""reduction_cell"": {""blocks"": [[1, 1, 0, 5], [2, 0, 1, 1], [0, 3, 2, 5], [0, 3, 0, 5], [3, 5, 1, 3]], ""extra_connections"": [2, 4, 6]}}"
207,0.822,7.208422664161725,1,inf,"{""normal_cell"": {""blocks"": [[0, 3, 1, 2], [1, 0, 2, 3], [1, 0, 3, 0], [2, 1, 4, 3], [2, 0, 1, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}, ""reduction_cell"": {""blocks"": [[1, 1, 1, 1], [0, 1, 2, 0], [2, 2, 2, 5], [3, 3, 0, 1], [0, 1, 1, 0]], ""extra_connections"": [2, 3, 5, 6]}}"
208,0.822,7.208422664161725,1,inf,"{""normal_cell"": {""blocks"": [[0, 3, 1, 2], [1, 0, 2, 3], [1, 0, 3, 0], [2, 1, 3, 3], [2, 0, 0, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}, ""reduction_cell"": {""blocks"": [[1, 1, 1, 1], [0, 1, 2, 0], [2, 2, 2, 5], [3, 3, 0, 1], [0, 1, 1, 0]], ""extra_connections"": [2, 3, 5, 6]}}"
209,0.891,5.748488960814494,1,0.7673219278321183,"{""normal_cell"": {""blocks"": [[1, 3, 0, 3], [0, 3, 1, 3], [3, 2, 0, 3], [0, 0, 3, 5], [2, 0, 2, 1]], ""extra_connections"": [2, 3, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 0, 0, 4], [2, 0, 2, 0], [1, 0, 2, 1], [3, 3, 3, 1], [3, 0, 1, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
210,0.849,6.986625028617216,1,0.6618949371201779,"{""normal_cell"": {""blocks"": [[1, 3, 1, 0], [1, 0, 2, 3], [3, 3, 3, 0], [2, 1, 4, 3], [2, 0, 1, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 5, 0, 1], [0, 0, 2, 0], [2, 2, 2, 1], [3, 3, 3, 1], [0, 1, 1, 0]], ""extra_connections"": [2, 3, 5, 6]}}"
211,0.933,3.6330450214804606,1,0.3553432540527986,"{""normal_cell"": {""blocks"": [[1, 3, 0, 3], [1, 3, 1, 3], [3, 0, 0, 5], [0, 0, 3, 5], [2, 0, 5, 1]], ""extra_connections"": [1, 3, 5, 6]}, ""reduction_cell"": {""blocks"": [[1, 0, 0, 4], [2, 0, 2, 3], [3, 0, 3, 5], [3, 3, 3, 1], [3, 0, 1, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
212,0.897,4.337446295095426,1,0.3220273702504483,"{""normal_cell"": {""blocks"": [[0, 3, 0, 4], [0, 4, 1, 2], [2, 1, 2, 1], [0, 0, 0, 3], [2, 4, 1, 3]], ""extra_connections"": [3, 5]}, ""reduction_cell"": {""blocks"": [[0, 2, 1, 5], [0, 0, 2, 3], [3, 0, 3, 3], [1, 1, 2, 3], [5, 1, 3, 3]], ""extra_connections"": [1, 2, 3, 4, 5]}}"
213,0.908,4.13221680559765,1,0.3113224391786172,"{""normal_cell"": {""blocks"": [[1, 1, 0, 3], [1, 3, 1, 3], [0, 3, 0, 5], [0, 0, 1, 3], [2, 0, 1, 5]], ""extra_connections"": [1, 3, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 0, 0, 4], [2, 0, 2, 0], [3, 0, 2, 1], [3, 4, 3, 1], [3, 0, 1, 3]], ""extra_connections"": [1, 2, 4, 5, 6]}}"
214,0.944,3.317243442086705,1,0.24706320563306866,"{""normal_cell"": {""blocks"": [[1, 3, 0, 3], [1, 3, 2, 3], [3, 3, 0, 5], [0, 0, 4, 5], [2, 0, 0, 2]], ""extra_connections"": [1, 3, 5]}, ""reduction_cell"": {""blocks"": [[0, 4, 0, 4], [2, 0, 2, 0], [3, 0, 2, 5], [3, 3, 4, 1], [3, 0, 1, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
215,0.971,2.395203729083105,1,0.1633540381588212,"{""normal_cell"": {""blocks"": [[0, 0, 0, 1], [1, 4, 2, 4], [1, 3, 0, 3], [2, 5, 3, 2], [5, 4, 3, 3]], ""extra_connections"": [2, 4]}, ""reduction_cell"": {""blocks"": [[0, 5, 0, 5], [1, 4, 0, 3], [3, 4, 3, 2], [1, 4, 3, 4], [3, 0, 3, 3]], ""extra_connections"": [0, 1, 2, 5]}}"
216,0.962,2.538460745485455,1,0.1426203054077766,"{""normal_cell"": {""blocks"": [[1, 4, 0, 3], [0, 3, 2, 5], [1, 0, 2, 3], [2, 4, 0, 0], [2, 2, 2, 4]], ""extra_connections"": [0, 4, 5, 6]}, ""reduction_cell"": {""blocks"": [[1, 2, 0, 5], [1, 4, 1, 4], [3, 1, 1, 5], [4, 3, 1, 4], [5, 2, 1, 3]], ""extra_connections"": [0, 2, 4, 5, 6]}}"
217,0.9809999999999999,2.237096685541376,1,0.13359694908596895,"{""normal_cell"": {""blocks"": [[1, 3, 1, 3], [0, 3, 2, 5], [3, 2, 2, 3], [0, 0, 2, 5], [2, 5, 2, 4]], ""extra_connections"": [0, 1, 4, 5, 6]}, ""reduction_cell"": {""blocks"": [[1, 2, 0, 5], [0, 3, 1, 1], [3, 1, 2, 5], [3, 3, 3, 3], [5, 5, 1, 3]], ""extra_connections"": [0, 1, 2, 4, 6]}}"
218,0.9889999999999999,1.9498953506277008,1,0.12514163386425065,"{""normal_cell"": {""blocks"": [[1, 4, 0, 3], [0, 4, 2, 5], [1, 0, 2, 3], [2, 4, 2, 0], [2, 5, 2, 4]], ""extra_connections"": [0, 2, 3, 4, 5, 6]}, ""reduction_cell"": {""blocks"": [[1, 2, 0, 5], [0, 4, 1, 1], [3, 0, 2, 5], [3, 5, 3, 3], [5, 5, 1, 3]], ""extra_connections"": [2, 4, 6]}}"
219,0.9570000000000001,2.7357266685804627,1,0.12148025356882755,"{""normal_cell"": {""blocks"": [[1, 3, 0, 3], [2, 5, 2, 0], [3, 4, 3, 4], [2, 1, 3, 4], [3, 5, 3, 2]], ""extra_connections"": [0, 2, 3, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 1, 0, 4], [0, 5, 0, 0], [1, 3, 3, 4], [3, 0, 3, 3], [0, 0, 3, 3]], ""extra_connections"": [1, 2, 4, 5, 6]}}"
220,0.9510000000000001,2.856167467792128,1,0.06195113698778214,"{""normal_cell"": {""blocks"": [[0, 3, 1, 3], [2, 5, 2, 0], [3, 4, 3, 4], [2, 1, 3, 4], [3, 5, 4, 2]], ""extra_connections"": [0, 2, 4, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 1, 0, 3], [1, 5, 0, 0], [2, 0, 3, 3], [2, 4, 3, 3], [0, 1, 3, 3]], ""extra_connections"": [1, 2, 4, 5, 6]}}"
221,0.9869999999999999,2.1625267969102566,1,0.09889575981467433,"{""normal_cell"": {""blocks"": [[1, 3, 1, 3], [0, 2, 2, 3], [1, 5, 2, 3], [1, 4, 2, 0], [2, 5, 1, 4]], ""extra_connections"": [0, 2, 3, 4, 5, 6]}, ""reduction_cell"": {""blocks"": [[1, 1, 0, 5], [2, 0, 1, 5], [0, 3, 3, 1], [0, 3, 4, 5], [3, 5, 1, 3]], ""extra_connections"": [2, 4, 5, 6]}}"
222,0.9510000000000001,2.856167467792128,1,0.12032286338572312,"{""normal_cell"": {""blocks"": [[0, 3, 1, 3], [2, 5, 2, 0], [3, 4, 3, 4], [2, 1, 3, 4], [3, 5, 3, 2]], ""extra_connections"": [0, 2, 4, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 1, 0, 3], [1, 5, 0, 0], [1, 0, 3, 3], [2, 4, 3, 3], [0, 1, 3, 3]], ""extra_connections"": [1, 2, 4, 5, 6]}}"
223,0.901,4.333307509709448,1,0.10035094763584954,"{""normal_cell"": {""blocks"": [[0, 3, 0, 4], [0, 4, 2, 2], [3, 1, 2, 1], [0, 0, 0, 3], [2, 4, 1, 3]], ""extra_connections"": [0, 5]}, ""reduction_cell"": {""blocks"": [[0, 2, 1, 5], [0, 0, 2, 3], [3, 0, 3, 3], [1, 1, 2, 3], [5, 1, 3, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
224,1.0,2.0927678665907696,0,inf,"{""normal_cell"": {""blocks"": [[1, 3, 1, 3], [0, 4, 2, 5], [1, 5, 0, 3], [1, 4, 2, 0], [2, 5, 0, 4]], ""extra_connections"": [0, 2, 3, 4, 5, 6]}, ""reduction_cell"": {""blocks"": [[1, 1, 0, 4], [2, 4, 1, 0], [3, 1, 2, 5], [2, 3, 2, 3], [3, 5, 1, 3]], ""extra_connections"": [0, 1, 4, 6]}}"
225,0.891,7.697129292513897,0,inf,"{""normal_cell"": {""blocks"": [[1, 3, 0, 3], [1, 3, 1, 3], [0, 3, 0, 2], [0, 0, 3, 3], [2, 0, 5, 1]], ""extra_connections"": [1, 3, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 0, 0, 4], [2, 0, 2, 0], [3, 0, 3, 1], [3, 3, 3, 1], [3, 0, 4, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
226,0.915,6.678391584852613,0,0.9416535605552205,"{""normal_cell"": {""blocks"": [[1, 3, 0, 3], [1, 3, 1, 3], [0, 3, 0, 2], [0, 0, 3, 3], [2, 3, 2, 1]], ""extra_connections"": [1, 3, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 0, 0, 4], [2, 0, 2, 1], [3, 3, 3, 1], [3, 3, 3, 1], [3, 0, 4, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
227,0.938,4.836321915085204,0,0.8461409746301733,"{""normal_cell"": {""blocks"": [[0, 3, 0, 3], [2, 3, 2, 0], [3, 4, 3, 4], [2, 0, 3, 4], [3, 1, 3, 3]], ""extra_connections"": [1, 2, 4, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 1, 0, 3], [1, 0, 0, 0], [1, 0, 3, 3], [2, 4, 0, 3], [0, 1, 3, 3]], ""extra_connections"": [1, 4, 5, 6]}}"
228,0.984,3.3391957868511923,0,0.583351039755159,"{""normal_cell"": {""blocks"": [[1, 3, 0, 3], [1, 3, 1, 3], [3, 3, 0, 5], [0, 0, 3, 5], [2, 0, 5, 3]], ""extra_connections"": [1, 3, 5, 6]}, ""reduction_cell"": {""blocks"": [[0, 4, 0, 3], [2, 0, 2, 3], [3, 0, 3, 5], [3, 3, 3, 1], [3, 0, 1, 3]], ""extra_connections"": [1, 2, 3, 4, 5, 6]}}"
