context_id,device,dataset,best_accuracy_mean,best_accuracy_std,best_latency_mean,best_latency_std,hv_mean,hv_std,igd_plus_mean,igd_plus_std,c_metric_mean,c_metric_std,runtime_mean,runtime_std
1,edgegpu,cifar10,93.701167,0.3100743142,0.781262878,0.4834795234,0.8341401698,0.0385431799,0.485775081,0.2466074974,0,0,0.34843239,0.08620250987
2,edgegpu,cifar100,71.184,1.094772697,0.656258585,0.3601281888,0.8016105905,0.01245490221,0.6292243251,0.1895753401,0,0,0.31497877,0.08384399527
3,edgegpu,ImageNet16-120,44.54,0.9224926707,0.551015374,0.02443495022,0.7705001759,0.01861289512,0.7055507087,0.2963855713,0,0,0.312186,0.06254389289
