run_id,context_id,archid,device,dataset,accuracy,latency,runtime_sec,evaluations
1,1,1459,edgegpu,cifar10,94.296670,6.748991,0.285890,5067
1,1,5292,edgegpu,cifar10,94.293335,6.663151,0.285890,5067
1,1,15200,edgegpu,cifar10,10.000000,0.501385,0.285890,5067
1,1,13401,edgegpu,cifar10,87.010000,1.457009,0.285890,5067
1,1,13714,edgegpu,cifar10,94.373340,6.772180,0.285890,5067
1,1,2053,edgegpu,cifar10,94.206665,5.482254,0.285890,5067
1,1,6330,edgegpu,cifar10,94.006670,4.384699,0.285890,5067
1,1,13611,edgegpu,cifar10,92.490000,2.912035,0.285890,5067
1,1,6499,edgegpu,cifar10,93.645000,3.331041,0.285890,5067
1,1,6950,edgegpu,cifar10,92.000000,1.738467,0.285890,5067
1,1,11692,edgegpu,cifar10,94.130000,4.708362,0.285890,5067
1,1,14567,edgegpu,cifar10,92.610000,3.314986,0.285890,5067
1,1,5400,edgegpu,cifar10,86.630000,1.427460,0.285890,5067
1,1,14527,edgegpu,cifar10,86.765000,1.439619,0.285890,5067
1,1,6960,edgegpu,cifar10,92.280000,1.764450,0.285890,5067
1,1,10484,edgegpu,cifar10,93.810000,3.354015,0.285890,5067
1,1,5780,edgegpu,cifar10,93.980000,3.361888,0.285890,5067
1,1,15072,edgegpu,cifar10,92.350000,2.798777,0.285890,5067
1,1,1339,edgegpu,cifar10,92.136665,1.751881,0.285890,5067
1,1,10683,edgegpu,cifar10,92.330000,1.924162,0.285890,5067
1,2,8401,edgegpu,cifar100,71.080000,3.302102,0.264671,5074
1,2,9930,edgegpu,cifar100,73.513336,6.803060,0.264671,5074
1,2,1509,edgegpu,cifar100,1.000000,0.505853,0.264671,5074
1,2,2778,edgegpu,cifar100,72.993330,6.134028,0.264671,5074
1,2,9922,edgegpu,cifar100,58.560000,1.428552,0.264671,5074
1,2,2304,edgegpu,cifar100,58.660000,1.440253,0.264671,5074
1,2,4418,edgegpu,cifar100,72.746666,5.352364,0.264671,5074
1,2,12415,edgegpu,cifar100,71.940000,4.828467,0.264671,5074
1,2,11810,edgegpu,cifar100,68.300000,1.779551,0.264671,5074
1,2,11885,edgegpu,cifar100,68.040000,1.776652,0.264671,5074
1,2,3888,edgegpu,cifar100,73.260000,6.797867,0.264671,5074
1,2,9997,edgegpu,cifar100,71.520000,3.466139,0.264671,5074
1,2,4954,edgegpu,cifar100,73.000000,6.669736,0.264671,5074
1,2,8912,edgegpu,cifar100,59.200000,1.441355,0.264671,5074
1,2,14984,edgegpu,cifar100,67.166664,1.760831,0.264671,5074
1,2,11067,edgegpu,cifar100,58.186670,1.427836,0.264671,5074
1,2,14677,edgegpu,cifar100,62.420000,1.746187,0.264671,5074
1,2,12238,edgegpu,cifar100,67.240000,1.772847,0.264671,5074
1,2,1425,edgegpu,cifar100,72.093330,5.310225,0.264671,5074
1,3,4988,edgegpu,ImageNet16-120,28.933332,1.448212,0.269685,5053
1,3,10947,edgegpu,ImageNet16-120,39.944443,1.909800,0.269685,5053
1,3,15376,edgegpu,ImageNet16-120,0.833333,0.533953,0.269685,5053
1,3,10835,edgegpu,ImageNet16-120,45.233334,4.434366,0.269685,5053
1,3,4946,edgegpu,ImageNet16-120,44.700000,3.490419,0.269685,5053
1,3,8401,edgegpu,ImageNet16-120,43.833332,3.322444,0.269685,5053
1,3,5374,edgegpu,ImageNet16-120,46.766666,5.294285,0.269685,5053
1,3,4160,edgegpu,ImageNet16-120,39.833332,1.756272,0.269685,5053
1,3,15288,edgegpu,ImageNet16-120,28.422222,1.417041,0.269685,5053
1,3,12415,edgegpu,ImageNet16-120,46.566666,4.667692,0.269685,5053
1,3,12081,edgegpu,ImageNet16-120,40.233334,2.730479,0.269685,5053
1,3,6950,edgegpu,ImageNet16-120,38.700000,1.740150,0.269685,5053
1,3,8733,edgegpu,ImageNet16-120,46.600000,5.249434,0.269685,5053
1,3,10699,edgegpu,ImageNet16-120,46.833332,6.223283,0.269685,5053
1,3,13760,edgegpu,ImageNet16-120,32.333332,1.739759,0.269685,5053
1,3,15159,edgegpu,ImageNet16-120,45.566666,4.632421,0.269685,5053
1,3,6636,edgegpu,ImageNet16-120,40.544445,3.305931,0.269685,5053
