context_id,device,dataset,best_accuracy_mean,best_accuracy_std,best_latency_mean,best_latency_std,hv_mean,hv_std,igd_plus_mean,igd_plus_std,spacing_mean,spacing_std,c_metric_mean,c_metric_std,runtime_mean,runtime_std,evaluations_mean,evaluations_std,hv_median,hv_iqr,igd_plus_median,igd_plus_iqr,spacing_median,spacing_iqr,runtime_median,runtime_iqr
1,edgegpu,cifar10,94.37334,0,0.50138474,0,0.9996315193,0.0004841855085,0.007970593768,0.008979252441,17.08948775,0.02224039258,0,0,0.891404545,0.05476737547,24640.85,82.50289389,0.9998831373,0.0004745823589,0.004614053908,0.008000883796,17.09519837,0.002545827813,0.8784156,0.08213359999
2,edgetpu,cifar10,94.37334,0,0.347107242,0.001683936,0.9972953211,0.002393902566,0.003404763366,0.002863645097,0.08737862702,0.01547770391,0,0,0.93400666,0.05651784471,24415.4,204.7753403,0.9984374978,0.003611985818,0.00239206327,0.005152700411,0.08405437997,0.02359335889,0.92934205,0.08785205
3,eyeriss,cifar10,94.37334,0,1.67954,0,0.9990752897,0.0009565939022,0.006710895,0.007700158174,0.7598528851,0.0141394381,0,0,0.78828886,0.05652952727,24822.45,84.66432247,0.99958207,0.001327001824,0.0033332,0.0103688,0.755856378,0.02304566668,0.7764875,0.04842015
4,fpga,cifar10,94.37334,0,1.13296,0,0.9989793956,0.0006935128203,0.003724768254,0.003550205267,0.4204510791,0.1877902352,0,0,0.786373665,0.04966331249,24537.05,103.9444443,0.9990230083,0.001232837589,0.002583793651,0.005589873016,0.3405718213,0.05602186793,0.7760087,0.08619895
5,pixel3,cifar10,94.37334,0,0.00327686,0,0.9986719686,0.0002966795982,0.03928219494,0.01824424175,16.94416738,0.01430822508,0,0,0.9966232,0.06017133113,23610.25,129.3943102,0.9986895025,0.0003316291855,0.03393748157,0.01708681301,16.94403138,0.02421734583,0.9999679,0.06559015001
6,raspi4,cifar10,94.37334,0,0.0112835,0,0.9993014244,0.0002154921943,0.04106974153,0.01541443005,16.73537394,0.02883969901,0,0,0.92787454,0.03734405098,23803,147.6451828,0.9993134667,0.0003417737039,0.03886370972,0.01872233071,16.73830558,0.04472411005,0.93054665,0.04947175
7,edgegpu,cifar100,73.513336,0,0.5058527,0,0.9998594592,7.793768459e-05,0.00130783794,0.001191921486,13.1740955,0.4378819896,0,0,0.925341285,0.06297144994,24653.8,105.2015209,0.9998632182,0.00012177835,0.000741774858,0.002449434091,13.08504479,0.7522592777,0.9267056,0.0568923
8,edgetpu,cifar100,73.513336,0,0.35493976,0,0.9978808814,0.001026304239,0.002453343874,0.001526803135,0.3054606719,0.02338190301,0,0,0.87585694,0.04003002012,23679.5,142.5221035,0.9982162695,0.001129187157,0.001868728844,0.002676474281,0.3070619732,0.02135192502,0.8725413,0.06155304999
9,eyeriss,cifar100,73.513336,0,1.68256,0,0.9989415367,0.0007514559201,0.01396946723,0.009293429652,1.50539683,0.04569608704,0,0,0.798977945,0.1017930541,24999.45,95.13962108,0.9990712838,0.0009014010392,0.01478951311,0.009735730337,1.513471211,0.06176954982,0.7750518,0.05563985
10,fpga,cifar100,73.513336,0,1.13296,0,0.9973508031,0.001443278097,0.01862778804,0.009312514489,0.9885098764,0.4970582572,0,0,0.836973075,0.07966992466,24692,101.435201,0.9974163245,0.002516456374,0.0189232971,0.01016436594,1.32922983,1.032496692,0.8201592,0.06878495
11,pixel3,cifar100,73.513336,0,0.0087526,0,0.9989989647,0.0008147698276,0.05999837606,0.03828775115,13.03325937,0.03160079977,0,0,0.907878365,0.03398077093,23912.65,122.3062856,0.9992857307,0.0004416091124,0.0467145507,0.02980261683,13.03716956,0.03368468469,0.90575425,0.03895549999
12,raspi4,cifar100,73.513336,0,0.01521528,0,0.9992242409,0.0004132568506,0.0565783449,0.02211810289,12.72594997,0.04255595468,0,0,0.92799224,0.04273903967,23502.6,175.7542034,0.9993072557,0.0003579661147,0.05413879305,0.02605047218,12.72817436,0.05401476006,0.9150632,0.04860899999
13,edgegpu,ImageNet16-120,47.2733324,0.1133328,0.5339527,0,0.999156104,0.0005233239335,0.01565430439,0.0100454667,6.048912399,0.01220046792,0,0,0.91156229,0.04026687809,24486.4,127.4976078,0.9992725937,0.0007299874263,0.01311774209,0.01297018082,6.044438591,0.01558776354,0.90749965,0.0448353
