context_id,device,dataset,best_accuracy_mean,best_accuracy_std,best_latency_mean,best_latency_std,hv_mean,hv_std,igd_plus_mean,igd_plus_std,c_metric_mean,c_metric_std,runtime_mean,runtime_std
1,edgegpu,cifar10,94.37334,0,4.89479209,0.2661644779,0.5750322981,0.08354186086,0.01692386958,0.01601139922,0,0,0.76365586,0.02549834925
2,edgegpu,cifar100,73.513336,0,5.41591312,0.2433063905,0.6066533981,0.09545980866,0.008454017665,0.02256063499,0,0,0.75659608,0.006495580922
3,edgegpu,ImageNet16-120,47.2733324,0.1133328,4.5509227,0.3503079,0.4865609675,0.02467720944,0.06731965652,0.0655471589,0,0,0.75641392,0.004867008706
