method,context_id,device,dataset,best_accuracy_mean,best_accuracy_std,best_latency_mean,best_latency_std,hv_mean,hv_std,igd_plus_mean,igd_plus_std,c_metric_mean,c_metric_std,runtime_mean,runtime_std
abc,6,raspi4,cifar10,93.0179994,0.6092769513,5.084846998,2.447441319,0.8951503377,0.02448167098,1.581038015,0.5001743143,0,0,0.01963391003,0.0008482947111
abc,7,edgegpu,cifar100,71.326666,0.8360486722,2.30478622,0.8023696182,0.7360601716,0.09844177623,0.9408441196,0.2106903082,0,0,0.01952264999,0.0009528127255
abc,8,edgetpu,cifar100,71.2239996,0.9322478767,0.523752232,0.1593049269,0.7583045272,0.04575794823,0.3183916495,0.09603752211,0,0,0.01963660001,0.001169787129
abc,9,eyeriss,cifar100,71.1559994,1.004757705,2.616448,0.6667301667,0.680658563,0.05422961616,1.094196739,0.3769355269,0,0,0.02005955997,0.001200365536
abc,10,fpga,cifar100,70.892333,0.7058392919,2.0424,0.4353312743,0.6871438452,0.04436406404,0.622229035,0.1163340426,0,0,0.02041052,0.002187319425
abc,11,pixel3,cifar100,70.4180006,0.8083622157,2.855582,0.8537261442,0.6994123979,0.03668484886,1.170116742,0.3910597104,0,0,0.02118472001,0.003069457461
abc,12,raspi4,cifar100,69.7526665,0.7837714476,3.87989184,1.070109377,0.7069553035,0.03277014215,1.192305492,0.315546124,0,0,0.01984204999,0.00112254476
abc,13,edgegpu,ImageNet16-120,45.155555,0.7144539484,2.21314765,0.4490613094,0.7590564994,0.05347131072,1.02208787,0.2882366275,0,0,0.02066908999,0.001296711542
abc,14,edgetpu,ImageNet16-120,45.3800002,0.611572559,0.468030621,0.08869730735,0.6141291785,0.07479237047,0.2783843333,0.11560488,0,0,0.01972767002,0.0008401494052
abc,15,eyeriss,ImageNet16-120,45.355,0.7514033445,0.601216,0.1612726855,0.6164105564,0.06599418585,0.457711402,0.2163535018,0,0,0.02048306998,0.001960127754
abc,16,fpga,ImageNet16-120,45.2211112,0.7330043678,0.4376,0.09190687461,0.7379398826,0.02766119199,0.3617799106,0.1463735747,0,0,0.02004393999,0.001177304002
abc,17,pixel3,ImageNet16-120,44.787778,0.9726564882,0.7855607,0.235964161,0.7946796165,0.04554981873,0.7112449758,0.2268405803,0,0,0.02076696999,0.002215371397
abc,18,raspi4,ImageNet16-120,44.477778,0.7879175794,1.96544433,0.652595501,0.7028656518,0.04863290506,0.9286997122,0.4255713379,0,0,0.02025613998,0.000920625423
firefly,1,edgegpu,cifar10,93.8483346,0.3256854949,2.38944387,0.7959462067,0.6596618409,0.08586855907,0.6133613264,0.2642260618,0,0,0.02494769999,0.005763002437
firefly,2,edgetpu,cifar10,93.7413324,0.3053596165,0.526961816,0.06679163176,0.6244468603,0.1089702724,0.2894013326,0.1656968194,0,0,0.02617327998,0.001219538352
firefly,3,eyeriss,cifar10,93.7088334,0.2888192321,2.90834,0.6408636732,0.6454636529,0.05670700627,0.5351746242,0.2043436745,0,0,0.03209701,0.0166034247
firefly,4,fpga,cifar10,93.767166,0.3963393294,2.30448,0.519669458,0.5809300791,0.05041134443,0.4738178106,0.155644183,0,0,0.02597029998,0.003267475499
firefly,5,pixel3,cifar10,93.857,0.2645969346,4.526437,1.833096507,0.7354814358,0.02685126224,0.8835831114,0.3834149804,0,0,0.03333341001,0.01982694278
firefly,6,raspi4,cifar10,93.656,0.2740185598,13.80906561,5.105030638,0.6797412652,0.03565145254,2.061360521,1.066239067,0,0,0.02565148004,0.00205091362
firefly,7,edgegpu,cifar100,71.605333,0.5959999396,2.61993742,0.6989264391,0.5004122216,0.05059473884,1.042018001,0.2804321198,0,0,0.02697101001,0.001910000207
firefly,8,edgetpu,cifar100,71.451,0.6601551165,0.55899664,0.08836954983,0.5848040835,0.04550202859,0.4381482428,0.1557133976,0,0,0.03215326002,0.02333925447
firefly,9,eyeriss,cifar100,71.592666,0.5903172285,2.763904,0.6612725292,0.6671482067,0.06359167427,0.7762891643,0.3261142982,0,0,0.02943927998,0.0121956319
firefly,10,fpga,cifar100,71.296667,0.8487708381,2.39984,0.4324654086,0.5554983705,0.04355274495,0.8873741974,0.2815977806,0,0,0.02478938001,0.001112873093
firefly,11,pixel3,cifar100,71.142667,0.6254193246,4.775479,2.093104484,0.7292520339,0.04111507995,1.540968367,0.4931936915,0,0,0.02516521004,0.001273785725
firefly,12,raspi4,cifar100,71.286333,0.6102259216,14.9449652,6.191721183,0.5969048584,0.0656637822,2.836832272,1.850918474,0,0,0.02845991001,0.01043408037
firefly,13,edgegpu,ImageNet16-120,45.2749998,0.8452161026,2.96605445,0.8581390161,0.5858318121,0.08374189362,1.143448885,0.5889898803,0,0,0.03329190998,0.01630792751
firefly,14,edgetpu,ImageNet16-120,45.8811109,0.5953320863,0.521361195,0.05343499716,0.5707398344,0.06716883462,0.2013388586,0.09449691932,0,0,0.02523968,0.003797796251
firefly,15,eyeriss,ImageNet16-120,45.6344442,0.5222806256,0.711808,0.129024,0.7078152393,0.02943416182,0.2501835214,0.06380266949,0,0,0.02634987998,0.002529811984
firefly,16,fpga,ImageNet16-120,45.6011111,0.6725009422,0.695024,0.1447393544,0.6382283555,0.01994950328,0.342406197,0.1259596041,0,0,0.03264767,0.01753753056
firefly,17,pixel3,ImageNet16-120,45.8099999,0.7800357084,1.0964615,0.2889444951,0.6951336354,0.03956047053,0.7628320469,0.259021031,0,0,0.02729886002,0.006886217731
firefly,18,raspi4,ImageNet16-120,44.9822217,0.9185626974,3.16215114,1.114994566,0.73784506,0.04223934321,0.8834735134,0.3441370536,0,0,0.02544743998,0.001581311792
hybrid_mbo,1,edgegpu,cifar10,93.829,0.1881784201,3.20895719,0.7987760068,0.6211693693,0.07515845325,0.9117800923,0.3207462456,0,0,0.02474543999,0.005905699045
hybrid_mbo,2,edgetpu,cifar10,93.657,0.413371767,0.559731316,0.1211732656,0.5833676642,0.1501538374,0.2281748229,0.1490714581,0,0,0.02509978999,0.0008420641783
hybrid_mbo,3,eyeriss,cifar10,93.7720015,0.279930955,2.883764,0.6064846936,0.6048879145,0.04624462413,0.6048673044,0.2407774157,0,0,0.02516222999,0.0008998292267
hybrid_mbo,4,fpga,cifar10,93.781833,0.2402061686,2.2712,0.3204510421,0.6450167807,0.03781812982,0.446484812,0.1796165251,0,0,0.02711558002,0.002749934819
hybrid_mbo,5,pixel3,cifar10,93.6258334,0.2833871994,3.897943,2.031460615,0.6759461083,0.05161388675,1.027645538,0.462077847,0,0,0.02557962,0.001516552295
hybrid_mbo,6,raspi4,cifar10,93.8690005,0.2924802594,15.82988652,4.494879746,0.6173597479,0.04876031114,1.828767571,0.8848881407,0,0,0.02629392,0.002740473555
hybrid_mbo,7,edgegpu,cifar100,71.7326666,0.7386860214,2.98125457,0.7685150726,0.5496516522,0.07712664402,1.111280581,0.3388940727,0,0,0.02552648002,0.002133374631
hybrid_mbo,8,edgetpu,cifar100,71.356334,0.5941953517,0.558477419,0.05998890248,0.7856311091,0.03824614662,0.373696562,0.1450528644,0,0,0.02482563996,0.002119824731
hybrid_mbo,9,eyeriss,cifar100,70.6233336,0.5603986153,2.616448,0.4636990406,0.5922070728,0.0364798171,0.8485966515,0.2976392819,0,0,0.02620299,0.005048956977
hybrid_mbo,10,fpga,cifar100,71.3283335,0.7940517332,2.59216,0.6276961303,0.594227864,0.04589144203,0.818968443,0.2656630744,0,0,0.02563139,0.001363099962
hybrid_mbo,11,pixel3,cifar100,71.049333,0.6890514072,4.643062,2.354716086,0.6435136019,0.04688591765,1.51520306,0.9178367398,0,0,0.02510151998,0.001295219888
hybrid_mbo,12,raspi4,cifar100,71.2059995,0.9418066984,13.00852166,4.606972539,0.577365949,0.07600688798,2.831237923,1.351999416,0,0,0.02512787,0.001677966528
hybrid_mbo,13,edgegpu,ImageNet16-120,45.2777775,0.8421861354,3.14936306,0.8309401953,0.4810097405,0.09010719819,0.9131319744,0.4577790794,0,0,0.02589214001,0.000808985986
hybrid_mbo,14,edgetpu,ImageNet16-120,45.5877778,0.6237372295,0.528974447,0.09692617113,0.6498999246,0.09261133619,0.1991752468,0.07977360903,0,0,0.02496963001,0.001064538862
hybrid_mbo,15,eyeriss,ImageNet16-120,44.8522222,1.188567917,0.662656,0.1358643879,0.5605559919,0.05162432764,0.6239198666,0.5217507541,0,0,0.02551567999,0.002297698826
hybrid_mbo,16,fpga,ImageNet16-120,45.5649995,0.5457468473,0.7092,0.1578210227,0.6754511331,0.03694284865,0.3354520056,0.1106409288,0,0,0.02624390997,0.002296928662
hybrid_mbo,17,pixel3,ImageNet16-120,45.5722223,0.8427245031,1.3619875,0.6005579887,0.652405768,0.02282703938,0.7451909346,0.1455132027,0,0,0.02657209999,0.002367437222
hybrid_mbo,18,raspi4,ImageNet16-120,45.307222,1.080558382,2.76275328,0.8577478867,0.6711179801,0.0392439208,0.8236327981,0.2144853136,0,0,0.02611791999,0.001408453272
apso_e,1,edgegpu,cifar10,93.9716666,0.1186803691,0.772837169,0.4256519759,0.8010960734,0.06720798337,0.2739753587,0.1690903167,0,0,0.01279753002,0.001486173491
apso_e,2,edgetpu,cifar10,94.1916655,0.1616391025,0.368650965,0.01470187894,0.7991647573,0.03949561217,0.1105965365,0.04309949458,0,0,0.01321497001,0.001431212753
apso_e,3,eyeriss,cifar10,93.744666,0.2208930953,1.826996,0.2252427606,0.9537610226,0.0333277224,0.2802291957,0.0639212818,0,0,0.01562939999,0.01134955613
apso_e,4,fpga,cifar10,93.9574998,0.2202380422,1.25584,0.1877023005,0.8677333445,0.03763395321,0.2862702726,0.1044298243,0,0,0.01298589003,0.00160948668
apso_e,5,pixel3,cifar10,93.5361669,0.2542310349,0.874888731,0.7146721158,0.9276139041,0.006225924789,0.36889218,0.1197427479,0,0,0.01551260999,0.004143004657
apso_e,6,raspi4,cifar10,93.8711668,0.2886139635,1.620563854,1.318249494,0.9299407964,0.003273515694,0.5446471272,0.2085651714,0,0,0.01464304999,0.001711079698
apso_e,7,edgegpu,cifar100,72.8500012,0.4368198113,0.963883393,0.4824472758,0.7886801857,0.01993289828,0.4490579138,0.1806751659,0,0,0.01274275997,0.001459797998
apso_e,8,edgetpu,cifar100,73.035332,0.3699265321,0.389040544,0.03557212569,0.7745265965,0.02566155979,0.1139312963,0.05391168603,0,0,0.01297293999,0.0008543953519
